ID,sentence,labels,isBGC
BGC0001825,EC:6.2.1.3,NRP,Yes
BGC0000988,Cluster_1457118 Cluster_1378715 Cluster_0624408 Cluster_1206130 Cluster_1299027 Cluster_1159173 EC:6.2.1.3 Cluster_1159173 EC:2.7.7.42 Cluster_1465054 EC:4.2.1.3 Cluster_1809265 Cluster_0925797 Cluster_1616030 Cluster_1616032 Cluster_1171137 Cluster_1751732 Cluster_1616031 Cluster_1206130 Cluster_1299027 Cluster_0329767 Cluster_0522814,NRP Polyketide,Yes
BGC0000565,Cluster_1104877 Cluster_1104878 EC:3.6.3.44 Cluster_1108813 Cluster_1406014 Cluster_0585185 Cluster_1086742 Cluster_0535141 Cluster_0274570 Cluster_1792704 Cluster_1681185 Cluster_1681185 Cluster_1250830 Cluster_0874193 Cluster_1104879 Cluster_0500248,RiPP,Yes
BGC0001863,Cluster_0958566 Cluster_1814281 Cluster_1090439 Cluster_0663686 Cluster_1119554 Cluster_0410901 Cluster_1018853 Cluster_1304796 Cluster_0519733 Cluster_0537048 Cluster_0632289 Cluster_0852300,RiPP Terpene,Yes
BGC0001312,Cluster_0993585 Cluster_1505802 Cluster_0401478 Cluster_0895490 Cluster_0603716 Cluster_0969645 Cluster_1238146 Cluster_1841688 Cluster_1645182 EC:4.4.1.11 Cluster_0571584 Cluster_0275204 Cluster_0469508 Cluster_0447699 Cluster_1234986 Cluster_1209770,NRP,Yes
BGC0000790,Cluster_0398541 EC:2.7.7.24 EC:5.3.2.3 Cluster_1584439 EC:2.6.1.90 Cluster_0804236 Cluster_0662743 Cluster_1880342 Cluster_1760729 Cluster_0985574 Cluster_1903505 EC:5.1.3.2,Saccharide,Yes
BGC0000491,Cluster_0576561 Cluster_0792359 Cluster_1331882 Cluster_0792358 Cluster_0617347 Cluster_0488338 Cluster_0072453,RiPP,Yes
BGC0000877,Cluster_1272611 Cluster_1048397 Cluster_0978436 Cluster_0880046 Cluster_1592109 Cluster_1716846 Cluster_0548835 Cluster_1418543 Cluster_0276372 Cluster_0420601 Cluster_0628557 Cluster_1446291 Cluster_1307201 Cluster_1695158 Cluster_1491562 EC:2.7.2.8 Cluster_0617371 Cluster_1512867 EC:1.1.1.276 Cluster_1067747 Cluster_0515963 Cluster_0603643 Cluster_1433577 Cluster_0057570 Cluster_1011689 Cluster_1532656 Cluster_1311075 Cluster_1305058 Cluster_0515963 Cluster_0386797 Cluster_0009426 Cluster_1704210 Cluster_0494603 EC:3.6.3.8 Cluster_1789309 Cluster_1248734 Cluster_0617372 Cluster_0193740 Cluster_1416914,Other,Yes
BGC0000897,Cluster_0115408 Cluster_0767383 Cluster_0814055 Cluster_0591002 Cluster_0674705 Cluster_0519226 Cluster_0611698 Cluster_1326636 Cluster_0115407 Cluster_0016786 Cluster_0287775 Cluster_0115406 Cluster_1457571 Cluster_0151947 Cluster_0151947 Cluster_0919046 Cluster_0861759,Other,Yes
BGC0001672,EC:2.7.1.25 Cluster_1351497 EC:6.2.1.3 Cluster_0424671 Cluster_0377971 Cluster_0440156 EC:6.2.1.3 Cluster_0377971,NRP,Yes
BGC0000262,Cluster_1905859 EC:2.5.1.32 Cluster_0318716 Cluster_0603552 Cluster_1673636 Cluster_0964744 Cluster_0970700 Cluster_0157587 Cluster_0557280 Cluster_0106506 Cluster_1514163 Cluster_0966815 Cluster_0032639 Cluster_0907580 EC:2.3.1.179 EC:2.3.1.179 Cluster_0714518 Cluster_0819229 Cluster_0662321 Cluster_0966815 Cluster_1192257 Cluster_1872105 Cluster_0008689 EC:6.4.1.3 Cluster_1760140 Cluster_0481597 Cluster_0388961 Cluster_0716432 Cluster_1192257 Cluster_1021965 Cluster_0839379 Cluster_0805133 Cluster_1579119 Cluster_0805133 Cluster_0750702 Cluster_0805133 Cluster_0805133 Cluster_0805133 Cluster_0759862 Cluster_0014927 EC:2.7.7.24 EC:4.2.1.46 Cluster_1021965 Cluster_0390833 Cluster_0010015 Cluster_0805133 Cluster_1192257 Cluster_0224797,Polyketide Saccharide,Yes
BGC0000324,Cluster_0618865 Cluster_0706350 EC:6.2.1.3 Cluster_0257197 Cluster_1456102 Cluster_1809265 EC:3.1.2.14 EC:2.1.1.77 Cluster_1616514 Cluster_0410901 Cluster_0499345,NRP,Yes
BGC0001647,Cluster_1669331 Cluster_1822826 EC:2.3.1.74 Cluster_0779982 Cluster_1747296 Cluster_0275204 Cluster_1913881 Cluster_1586131 Cluster_0745690,Polyketide,Yes
BGC0002505,Cluster_0459530 Cluster_1354187 Cluster_0617373 Cluster_1316673 EC:3.6.3.6 Cluster_0272898 Cluster_0099605,Polyketide NRP,Yes
BGC0002143,EC:2.6.1.62 EC:6.3.3.3 Cluster_1130367 Cluster_1746526 Cluster_1239690 Cluster_0950422 Cluster_0402868 Cluster_0402868 Cluster_1722743 Cluster_0398541 Cluster_1389436 Cluster_1021965 Cluster_0819229 Cluster_0662321 Cluster_0360865 Cluster_1491850 Cluster_1106073 Cluster_1361771 Cluster_1714433 Cluster_1061124 Cluster_1389436 Cluster_0566414 Cluster_1021965 Cluster_0010015 Cluster_0390833 Cluster_0839433 Cluster_0759862 Cluster_1501678 EC:2.3.1.179 Cluster_0947447 Cluster_0714518 Cluster_0662321 EC:2.7.7.24 EC:2.1.1.234 Cluster_0140676 Cluster_0805133 Cluster_0909082 Cluster_1806792 Cluster_0199343,Polyketide,Yes
BGC0000311,Cluster_0743484 Cluster_0163600 Cluster_0738109 Cluster_1013303 Cluster_0052113 Cluster_0410901 EC:5.4.99.15 EC:6.2.1.3 Cluster_0742456 Cluster_1199471 Cluster_1044407 Cluster_1044407 Cluster_1044407 Cluster_1747296 EC:2.4.1.311 EC:2.4.1.310 EC:2.4.1.322 Cluster_0393170 Cluster_0895117 Cluster_1323708 EC:2.6.1.103 Cluster_0900242 Cluster_1485282 Cluster_1044407 EC:1.13.11.46 EC:1.1.3.15 Cluster_0671527 Cluster_0390833 Cluster_0688861 EC:2.6.1.106 EC:5.1.3.13 EC:2.3.1.74 Cluster_1760642 EC:1.13.11.80 EC:4.2.1.17 Cluster_1514533 EC:6.2.1.26,NRP,Yes
BGC0001654,Cluster_1077276 Cluster_1356678 Cluster_1483052 Cluster_1873204 Cluster_1625045 Cluster_1625045 Cluster_1625045 Cluster_1357819 Cluster_1357819 Cluster_1451797 Cluster_0689710 Cluster_0751542 EC:2.6.1.9 Cluster_1021965 Cluster_0327939 Cluster_1401736 Cluster_0406699 Cluster_0271863,Saccharide,Yes
BGC0002715,Cluster_1703915 Cluster_1311376 Cluster_1687234 Cluster_0612452 Cluster_0394022 Cluster_0971945 Cluster_1354191 Cluster_1713435 Cluster_1518991 Cluster_1354192 Cluster_1354188 Cluster_0821880 Cluster_0094050 Cluster_1217967 Cluster_0130157 Cluster_1354189 EC:3.1.1.3 Cluster_0689939 Cluster_0766354 Cluster_0560165 Cluster_0770765 Cluster_0410901 Cluster_0410901 EC:6.2.1.3 EC:6.2.1.3 Cluster_1456102 Cluster_1207787 EC:2.7.7.58 Cluster_0363503 Cluster_0034877 Cluster_0675648 Cluster_1513823 Cluster_0024235 Cluster_1354190 Cluster_1266233 Cluster_0876017 Cluster_1901646 Cluster_0319746 Cluster_1476216 Cluster_1301631 Cluster_1553219,NRP Polyketide,Yes
BGC0000186,Cluster_0091575 Cluster_1764395 Cluster_1465054 EC:2.7.7.89 Cluster_1448647 Cluster_0567111 Cluster_1739985 EC:2.3.3.10 Cluster_0947447 Cluster_1736527 EC:6.2.1.3 EC:2.3.1.193 Cluster_0242179 Cluster_0775749 Cluster_1191625 Cluster_1514715 EC:6.4.1.2 Cluster_1293823 Cluster_1825974,NRP Polyketide,Yes
BGC0000306,EC:6.2.1.3 Cluster_1044407 Cluster_1434241 Cluster_1199471 EC:1.13.11.27 EC:1.1.3.15 EC:2.6.1.103 Cluster_0422403 EC:1.6.5.3,NRP,Yes
BGC0000667,Cluster_1553363 EC:4.2.3.9 Cluster_1170456 Cluster_0089494,Terpene,Yes
BGC0001865,Cluster_1422415 Cluster_1553363 Cluster_1422416 Cluster_1801594 Cluster_0711757 Cluster_1422417 Cluster_1422418 Cluster_1170456 Cluster_1104875 Cluster_0604739 Cluster_1052945 Cluster_0013685 Cluster_1104880 Cluster_0643386 Cluster_1851900 Cluster_0853915,Polyketide,Yes
BGC0001008,EC:2.7.7.24 Cluster_1869715 EC:1.1.1.1 Cluster_0393170 EC:1.14.13.29 EC:5.1.3.2 Cluster_0849393 Cluster_1021965 Cluster_1779957 Cluster_1873024 Cluster_0133392 Cluster_1516797 EC:6.2.1.43 Cluster_1514898 Cluster_1910999 Cluster_1450921 Cluster_1044407 Cluster_1790457 Cluster_1809265 Cluster_0944667 Cluster_0364959 Cluster_1736174 Cluster_1869715 Cluster_1352116 Cluster_1747296 EC:4.3.1.3 Cluster_0031642 Cluster_0646520 EC:2.1.1.104 Cluster_0066261 Cluster_1249187 Cluster_0276372 Cluster_1900613 Cluster_1013303 Cluster_0234613 Cluster_1102874 Cluster_1349926 Cluster_0277420 Cluster_1159173 Cluster_1719468 Cluster_1464558 Cluster_1228712 Cluster_1228712,Polyketide,Yes
BGC0002249,Cluster_0115410 Cluster_0115409,Polyketide,Yes
BGC0000215,Cluster_0456024 Cluster_1403632 EC:2.3.1.179 Cluster_0947447 Cluster_1148233 Cluster_0844170 Cluster_0907580,Polyketide,Yes
BGC0000079,Cluster_0881360 Cluster_1681782 Cluster_0553691 Cluster_1354193 EC:3.1.2.14 Cluster_1352573 Cluster_1736174 Cluster_1360142 Cluster_0879159 EC:1.3.1.86 Cluster_0321044 Cluster_0615543 Cluster_1313057 Cluster_0057857 Cluster_1827681 EC:2.3.1.38 EC:2.3.1.94 EC:4.2.1.119 EC:2.4.1.1 EC:2.3.1.94 Cluster_1252149 Cluster_0404444 Cluster_0977199,Polyketide,Yes
BGC0001479,EC:1.1.1.85 EC:4.2.1.33 Cluster_0195804 EC:6.2.1.3 Cluster_1124421 EC:3.6.4.12 Cluster_1124421 Cluster_0364599 Cluster_1616723,NRP,Yes
BGC0000217,EC:1.1.1.362 Cluster_0662321 Cluster_0819229 Cluster_1218646 EC:2.3.1.179 Cluster_0947447 Cluster_0455485 Cluster_1831569 EC:2.1.1.197,Polyketide,Yes
BGC0000794,Cluster_1530812 Cluster_0179916 Cluster_0313458 Cluster_1862092 Cluster_0289633 EC:3.6.3.40 Cluster_0407091 Cluster_1183358 EC:2.7.7.24 Cluster_0839379 EC:4.2.1.46 EC:1.1.1.133 Cluster_1670464 Cluster_0517355 Cluster_0215837,Saccharide,Yes
BGC0000651,EC:3.6.4.12 Cluster_1218978 Cluster_1354194 Cluster_1249184 Cluster_0468050 EC:1.17.7.3 Cluster_1276590 Cluster_1303564 Cluster_0819229 Cluster_1267855 EC:2.1.1.237 Cluster_1809265 Cluster_0786272 Cluster_0976396 Cluster_0791269 Cluster_1836926 Cluster_1809265 Cluster_1646197 Cluster_1206000 EC:3.6.3.28 Cluster_1731254 Cluster_1903238 Cluster_0242130 Cluster_0451180 Cluster_0942706 Cluster_0118493 Cluster_0038809,Terpene,Yes
BGC0001843,Cluster_0410901 EC:3.6.3.44 EC:6.2.1.3 EC:6.2.1.3,NRP,Yes
BGC0001302,Cluster_0852283 Cluster_1434733 Cluster_1278512 Cluster_0919103 Cluster_1192257 Cluster_0852283 Cluster_0942706 Cluster_1869715 Cluster_1873024 Cluster_0822213 Cluster_1616016 Cluster_1254983 Cluster_1463750 EC:5.3.3.17 Cluster_0504390 Cluster_1854977 Cluster_0367290 EC:2.5.1.6 Cluster_1882849 Cluster_1499841 Cluster_1312326 EC:4.2.3.5 Cluster_0928198,Other,Yes
BGC0000423,Cluster_1424939 Cluster_1723866 Cluster_1270508 Cluster_1199471 EC:6.2.1.3 Cluster_0620867 Cluster_0264961 EC:3.6.3.34 Cluster_0320466 Cluster_1555096,NRP,Yes
BGC0002321,Cluster_0838625 Cluster_1059124 Cluster_1170884 Cluster_0115411,Other,Yes
BGC0001328,Cluster_1159173 Cluster_0815340 Cluster_1354195 Cluster_1159173 Cluster_1198245 Cluster_1491047 Cluster_1255414 Cluster_0983199 Cluster_1491047 Cluster_1291524 Cluster_1124421 Cluster_0098991 Cluster_1207787 Cluster_1491047 Cluster_0601168,NRP Polyketide,Yes
BGC0001662,Cluster_1287776 Cluster_1905097 EC:3.1.2.14 Cluster_0321044 Cluster_0659041 Cluster_0497380 Cluster_1773617 Cluster_0945462 Cluster_0202649 EC:4.2.1.136 EC:2.7.7.89 EC:1.1.1.95 EC:2.3.1.94 Cluster_1465054 EC:1.1.1.3 EC:2.3.1.39 EC:5.4.99.15 EC:2.3.1.94 Cluster_1326948 Cluster_1207787 Cluster_0265579 Cluster_1608216 Cluster_0321044 Cluster_1040367 Cluster_1627089,Polyketide,Yes
BGC0001007,Cluster_1793702 Cluster_0779982 Cluster_0795309 Cluster_0373132 Cluster_0971486 Cluster_0971486 Cluster_0334071 Cluster_1422419 EC:4.2.1.3 Cluster_1187778 Cluster_0675421 Cluster_1500475 Cluster_0908621,Polyketide NRP,Yes
BGC0002540,EC:1.3.1.86 Cluster_0410901 Cluster_0410901 Cluster_0601108 Cluster_0321044 Cluster_1662567 Cluster_1662567 Cluster_1362134 EC:2.2.1.2 EC:2.3.1.94 EC:4.2.1.119 Cluster_1809265 EC:2.2.1.2 Cluster_0603643 Cluster_1159173 Cluster_0130736 Cluster_1809265 EC:2.6.1.50 Cluster_0483195 EC:1.1.3.6,Polyketide,Yes
BGC0001783,Cluster_1909340 EC:6.1.1.15 Cluster_1611685 Cluster_0584464 Cluster_1149975 Cluster_0272900 Cluster_1019642 Cluster_0072736 Cluster_0784442 Cluster_0942706 Cluster_1192257 Cluster_0745690 Cluster_1709950 Cluster_1025594 Cluster_1722574 Cluster_0033891 Cluster_0193811 EC:4.1.3.27 EC:3.3.2.1 Cluster_0819229 EC:2.5.1.54 Cluster_0571726 Cluster_1160895 Cluster_1192257 Cluster_0351926 Cluster_1160895 Cluster_0652297 Cluster_0276202 EC:2.6.1.9 Cluster_0884973 Cluster_0942706 Cluster_1094605 Cluster_1487756 Cluster_1431940 Cluster_1192257 Cluster_0159219 Cluster_0765123 Cluster_0779576 Cluster_0942706 Cluster_0942706 Cluster_0510375 Cluster_1013303 Cluster_0736645 Cluster_1525916 Cluster_0569818 EC:3.5.2.3 Cluster_1722574 EC:2.1.1.197 Cluster_0659041 Cluster_1433967 Cluster_1217467 Cluster_1722574 EC:2.1.1.104 Cluster_0140447 Cluster_0089494,Other,Yes
BGC0001569,EC:2.3.3.13 Cluster_0692571 Cluster_1854977 Cluster_0624408 Cluster_0614035 Cluster_1340712 Cluster_0728489 Cluster_1641473 Cluster_1228335 Cluster_1199471 EC:6.2.1.3 EC:6.2.1.3 Cluster_0979359 Cluster_0962463 Cluster_1040299 Cluster_1507506 EC:2.7.13.3 Cluster_0659041 Cluster_1296341 Cluster_1403915 Cluster_1126638 EC:3.1.2.14 Cluster_0792367 Cluster_1293451,NRP,Yes
BGC0000048,EC:2.7.7.48 Cluster_0866312 Cluster_0224290 Cluster_0081701 Cluster_1669242 Cluster_1900632 Cluster_0021055 Cluster_0309736 Cluster_0803731 Cluster_0231832 Cluster_0748602 Cluster_1900631 Cluster_1073396 Cluster_1780452 EC:3.5.1.23 Cluster_0708717 Cluster_0476774 EC:2.3.2.27 Cluster_1436365 Cluster_0102382,Polyketide,Yes
BGC0002316,Cluster_0659041 Cluster_0108407 Cluster_0669050 Cluster_0669050 Cluster_1418703 Cluster_0415330 Cluster_1850853 EC:3.1.26.5,RiPP,Yes
BGC0002274,Cluster_0306482,NRP,Yes
BGC0000820,Cluster_1766404 Cluster_0886620 Cluster_1713534 EC:2.1.1.197 Cluster_0617371 Cluster_0318716 Cluster_1863087 Cluster_0510830,Alkaloid,Yes
BGC0002105,EC:2.3.1.165 EC:2.3.1.165 Cluster_0483195 EC:2.6.1.50 Cluster_1809265 Cluster_0284193 EC:2.3.1.94 Cluster_1555084 Cluster_1465054 Cluster_0410901 Cluster_0410901 Cluster_1809265 Cluster_1362134 Cluster_1362134 EC:1.1.3.6 Cluster_1900633 Cluster_1377462 Cluster_0039074 Cluster_0164353 Cluster_1252149,Polyketide,Yes
BGC0001511,Cluster_1608203 Cluster_1573738 Cluster_0204013 Cluster_0410901 Cluster_0624408 Cluster_0115414 Cluster_0641043 Cluster_0321044 EC:2.3.1.94 Cluster_1555084 Cluster_1281899 Cluster_0942706 Cluster_0966815 Cluster_1747296 Cluster_0616166 Cluster_1436510 Cluster_0569818 Cluster_0704649 EC:2.1.1.104 Cluster_0007581 Cluster_1491850 Cluster_0893926 EC:2.1.3.12 Cluster_1404066 Cluster_0028004 EC:4.2.1.10 EC:2.6.1.50 EC:6.2.1.3 EC:1.1.1.95 Cluster_0805133 Cluster_0089494 Cluster_1611414 Cluster_1402851 Cluster_1576359 Cluster_0115413 Cluster_0049140 EC:2.1.1.197 Cluster_0115415 Cluster_0115412 Cluster_0084649 Cluster_0352236 Cluster_1838860,Polyketide,Yes
BGC0000665,EC:1.17.7.4 EC:2.2.1.7 EC:1.17.7.3 Cluster_1194423 Cluster_0019752 Cluster_1873024 Cluster_0471454 Cluster_0966815 Cluster_0284193 Cluster_1044407 EC:2.5.1.19 Cluster_1869715 Cluster_1121212 Cluster_1456469 Cluster_1456469,Terpene Alkaloid,Yes
BGC0000122,Cluster_1354198 EC:2.7.7.59 EC:6.4.1.3 Cluster_1354196 Cluster_0704554 Cluster_1424349 Cluster_1354199 Cluster_1354197 Cluster_1354200,Polyketide,Yes
BGC0000084,Cluster_1900634 EC:1.9.3.1 EC:2.7.13.3 Cluster_1720077 EC:2.3.1.94 Cluster_0309217 Cluster_0549477 Cluster_0430799 Cluster_0440532 EC:2.3.1.239 EC:2.3.1.94 EC:2.3.1.94 EC:2.3.1.94 EC:2.2.1.6 EC:2.3.1.38 Cluster_1869715 Cluster_0877986 Cluster_0877986 EC:2.3.1.94 EC:2.3.1.94 Cluster_1809265 Cluster_1389436 Cluster_1900635 Cluster_1312168 Cluster_1718158 Cluster_1362132 EC:1.2.1.79 Cluster_0954681 Cluster_1175500 EC:2.7.1.29 Cluster_1421019 Cluster_1900636,Polyketide,Yes
BGC0002570,Cluster_1814246 Cluster_1567364 Cluster_0618865 Cluster_1207787 Cluster_1456102 EC:2.1.1.197 Cluster_0770765 EC:6.2.1.20 EC:3.6.3.42 EC:3.6.3.42 Cluster_0677208 Cluster_0766354,NRP Polyketide,Yes
BGC0000445,Cluster_1747086 Cluster_0115416 Cluster_0292895 Cluster_1903238 Cluster_1789428 EC:3.6.3.25 Cluster_0191424 Cluster_1048401 Cluster_1429163 EC:1.1.1.69 Cluster_1044407 EC:2.7.7.58 EC:6.2.1.3 EC:3.2.1.4 Cluster_1328967 Cluster_0043451 Cluster_0246208 Cluster_1207787 Cluster_1207787 EC:2.7.7.89 Cluster_1704211 Cluster_1199471 Cluster_0471020 Cluster_0997531 Cluster_0395917 Cluster_1281159 Cluster_0031642 Cluster_0031642 Cluster_1192257 Cluster_0404609 Cluster_0721026 Cluster_1286316 Cluster_0582477 Cluster_1025234 Cluster_0636509 EC:2.7.13.3 Cluster_0110662 Cluster_1787479,NRP,Yes
BGC0001641,EC:6.2.1.3,NRP,Yes
BGC0002619,Cluster_0299622 Cluster_0273111 Cluster_1178519 Cluster_0593200 Cluster_0643386 Cluster_1780452 EC:1.1.1.205 Cluster_1212264 Cluster_0339192 Cluster_1900637 EC:2.5.1.54,Polyketide,Yes
BGC0000450,EC:3.6.3.25 Cluster_1789428 Cluster_1474586 Cluster_0997531 Cluster_1199471 Cluster_1366176 EC:5.4.99.15 Cluster_1205959 Cluster_0589833 Cluster_1324087 Cluster_1519434 Cluster_1722574 EC:1.1.1.85 Cluster_1207787 Cluster_1044407 EC:2.7.7.58 EC:1.13.11.11 Cluster_1491047,NRP,Yes
BGC0000424,Cluster_0172813 Cluster_0551471 Cluster_1199471 EC:3.1.1.23 Cluster_0033066 Cluster_1228335 EC:6.2.1.3 EC:3.1.1.23 Cluster_0172813 EC:1.14.13.195 Cluster_0983609 Cluster_1417483 Cluster_0098991,NRP,Yes
BGC0001724,Cluster_1052945 Cluster_1048409 Cluster_0115417 Cluster_0115419 Cluster_0165688 Cluster_0115420 Cluster_0675580 Cluster_0299637 Cluster_0306757 Cluster_1395779 Cluster_1658632 Cluster_0351283 Cluster_1701615 Cluster_1866339 Cluster_1842633 Cluster_1780452 Cluster_0115418 Cluster_0459530 Cluster_0099605 Cluster_0272898,NRP Polyketide,Yes
BGC0000628,Cluster_0870438 Cluster_0848613 Cluster_0480993 Cluster_1731136 Cluster_0461259 Cluster_1116155 Cluster_0461104 Cluster_0848615 Cluster_1900638 Cluster_0117442 Cluster_0551396 Cluster_0162453 EC:3.6.4.3 Cluster_0519733,RiPP,Yes
BGC0001337,Cluster_1381891 Cluster_0966815 Cluster_0145201 Cluster_1809265 Cluster_0966815 Cluster_0043775 Cluster_1381892 Cluster_1854977 Cluster_1345520 Cluster_0624408 Cluster_0614035 EC:2.1.1.4 Cluster_0791269 EC:1.14.19.9 EC:1.4.3.23 EC:1.21.98.2 Cluster_1044407 Cluster_1273732,Alkaloid,Yes
BGC0000356,Cluster_1366176 EC:1.14.13.176 Cluster_0641043 EC:2.5.1.106 EC:1.14.21.10 EC:1.14.11.38 EC:1.14.13.177 EC:2.5.1.110 Cluster_0134692,NRP Alkaloid,Yes
BGC0000561,Cluster_1299829 Cluster_1752844 Cluster_1562222 Cluster_0766044 Cluster_0820569 Cluster_0410901 Cluster_1139482 Cluster_1501908 Cluster_1198878 Cluster_0374331 Cluster_0855412 Cluster_0975906 Cluster_1431077 Cluster_1131430 Cluster_1473858 Cluster_1847655 Cluster_1847654 Cluster_1518375 Cluster_0723976 Cluster_0181290,RiPP,Yes
BGC0002036,Cluster_0831431 Cluster_1205164 Cluster_1205164 Cluster_1855183 EC:1.1.1.267 Cluster_1427695 Cluster_1725218 Cluster_1674334 Cluster_1614102 Cluster_0577159 Cluster_0801320 Cluster_0611698 Cluster_1321259,Other,Yes
BGC0000689,Cluster_0624408 EC:1.1.1.329 Cluster_0983400 Cluster_1702713 Cluster_0786364 Cluster_0781194 Cluster_0057570 Cluster_1161265 Cluster_1057592 Cluster_1161265 EC:1.7.1.13 EC:2.6.1.101 Cluster_0644184 EC:2.4.1.301 Cluster_0646080 EC:4.2.3.4 EC:2.6.1.101 EC:2.1.1.179 EC:2.4.1.283 Cluster_0006798 Cluster_0196669 EC:2.6.1.93 Cluster_0381706 EC:2.4.2.29 Cluster_1901051 Cluster_1606378,Saccharide,Yes
BGC0002350,EC:3.6.3.42 Cluster_0692571 Cluster_0708205 Cluster_1411441 Cluster_1176513 Cluster_0708205 Cluster_0287775 EC:1.3.98.3 EC:2.7.1.167 Cluster_1900639 Cluster_0961951 Cluster_1413801 Cluster_1639356 Cluster_0782081 Cluster_1228335 Cluster_1672803 Cluster_0864917 Cluster_0640009 Cluster_0568812 Cluster_1400275 Cluster_1637488 EC:2.7.7.59 Cluster_1124421 EC:2.7.7.89 EC:6.2.1.3 Cluster_0969645 Cluster_1352116 EC:4.1.1.65 Cluster_1107140 Cluster_1903968 Cluster_0835040 Cluster_0031642 Cluster_0601168 Cluster_1207787 Cluster_0585700 Cluster_0046549 EC:6.2.1.3 Cluster_1228335 EC:6.2.1.12 Cluster_1563038 Cluster_0145853,NRP Polyketide Saccharide,Yes
BGC0002006,Cluster_1037237 Cluster_1253279 Cluster_0726836 Cluster_1045966,RiPP,Yes
BGC0000393,Cluster_0035174 EC:2.7.7.7 Cluster_1658219,NRP Polyketide,Yes
BGC0002449,Cluster_1769613 Cluster_0761618 Cluster_1255429 Cluster_0272901 Cluster_0088671 Cluster_1221717 Cluster_0521754 Cluster_1768739 Cluster_1466249 EC:2.1.1.197 Cluster_0678798,Other,Yes
BGC0000121,EC:2.7.7.6 Cluster_1200714 Cluster_0705532 Cluster_1758358 EC:1.10.3.2 Cluster_1073396 Cluster_0139978 Cluster_0459089 Cluster_0604739 Cluster_1339804 Cluster_0459089 Cluster_1797757 EC:1.10.3.2 Cluster_0760569 Cluster_0165691 Cluster_1747296,Polyketide,Yes
BGC0000050,Cluster_1044407 EC:1.14.15.11 EC:2.3.1.111 Cluster_1465054 EC:2.3.1.165 EC:2.3.1.94 Cluster_0779982 Cluster_0966815,Polyketide,Yes
BGC0000465,Cluster_1124421 Cluster_1124421,NRP,Yes
BGC0002442,Cluster_1814281 Cluster_0588789 Cluster_1841688 EC:3.6.3.28 Cluster_1669457 Cluster_1107141 Cluster_1107142 Cluster_1107143 Cluster_1845293 Cluster_0306220 Cluster_1708715,RiPP,Yes
BGC0001632,Cluster_0493105 Cluster_0569733 Cluster_1113395 Cluster_0934987 Cluster_1381883 Cluster_1830047,RiPP,Yes
BGC0000670,Cluster_0815346 Cluster_0677391 Cluster_0105435 Cluster_0105435 EC:5.4.99.31 EC:5.4.99.31,Terpene,Yes
BGC0001048,Cluster_0850761 Cluster_0593397 Cluster_1054606 Cluster_1319243 Cluster_1292817 EC:1.1.1.47 Cluster_1165670 Cluster_0952415 Cluster_0410901 EC:6.2.1.3 Cluster_1366176 Cluster_0983199 EC:6.2.1.3 Cluster_0603716 Cluster_1637488 Cluster_1400275 Cluster_0568812 Cluster_0640009 EC:6.2.1.3 Cluster_1672803 Cluster_1228335 Cluster_0782081 Cluster_1639356 Cluster_1413801 Cluster_0961951 Cluster_1900639 EC:2.7.1.167 Cluster_1629475 Cluster_0287775 Cluster_0708205 Cluster_0228866 Cluster_1411441 Cluster_0287775 Cluster_1021965 Cluster_0733143 Cluster_0708205 Cluster_1894942 Cluster_0098250 Cluster_0200165 Cluster_1716501,NRP Polyketide Saccharide,Yes
BGC0001194,Cluster_1553363 Cluster_0179892 Cluster_1049552 EC:2.3.1.165 EC:6.2.1.3 Cluster_1326948 Cluster_0636189 Cluster_1264015 Cluster_1008904 Cluster_1044407 Cluster_1767567 Cluster_0447189 Cluster_0549477 EC:2.3.1.94 Cluster_0551396 EC:2.3.1.94 EC:2.3.1.111 EC:2.3.1.38 Cluster_0179892 Cluster_1566509 Cluster_0321044 EC:3.6.4.12,Polyketide,Yes
BGC0002428,Cluster_0641043,Terpene Polyketide,Yes
BGC0000012,Cluster_0675580 Cluster_1881079 Cluster_0675580 Cluster_0230495 EC:2.1.1.17,Polyketide,Yes
BGC0000237,Cluster_0714518 Cluster_0641043 Cluster_0750517 Cluster_0844170 Cluster_1264015 Cluster_0907580 Cluster_1403632 EC:2.3.1.179 Cluster_0947447 EC:1.13.12.21 Cluster_1501678 Cluster_1371088 Cluster_0805133 Cluster_1072557 Cluster_1192257,Polyketide,Yes
BGC0001801,Cluster_0804847 Cluster_0624408 Cluster_1669331 Cluster_1084729 Cluster_0207207 Cluster_0257197 Cluster_0207207 Cluster_0176291 Cluster_1207787 Cluster_0864917 EC:3.6.3.42 EC:3.6.3.44 Cluster_1645262 Cluster_0257197 Cluster_0864917,NRP,Yes
BGC0000647,EC:1.3.99.28 EC:2.5.1.32,Terpene,Yes
BGC0001043,Cluster_0779576 Cluster_1669312 Cluster_1773780 Cluster_1773780 Cluster_1516797 Cluster_1709456,NRP Polyketide,Yes
BGC0002082,Cluster_0649441 Cluster_0775749 Cluster_1514715 Cluster_1514967 Cluster_1809265 EC:2.3.3.10 Cluster_1736527 Cluster_0223573 Cluster_0410718 Cluster_0640009 Cluster_0620419 Cluster_0098991 Cluster_0098991 Cluster_0242179 EC:6.3.5.3 Cluster_1438277 EC:2.7.7.89 Cluster_0077426 Cluster_0819528 Cluster_1510658,NRP Polyketide,Yes
